,Name,Total Pop,White Pop,Black Pop,Household Type,Computer,State,County,Tract,Block Group
892,"Block Group 3, Census Tract 216.01, Chesapeake city, Virginia",1181,38,1106,407,1181,51,550,021601,3
893,"Block Group 2, Census Tract 216.01, Chesapeake city, Virginia",1864,463,1385,623,1833,51,550,021601,2
894,"Block Group 1, Census Tract 8304, Colonial Heights city, Virginia",2146,675,1381,766,1968,51,570,830400,1
895,"Block Group 1, Census Tract 8301, Colonial Heights city, Virginia",2709,64,2416,1005,2674,51,570,830100,1
896,"Block Group 2, Census Tract 8301, Colonial Heights city, Virginia",1042,29,972,494,897,51,570,830100,2
897,"Block Group 2, Census Tract 8302, Colonial Heights city, Virginia",1300,250,942,618,1246,51,570,830200,2
898,"Block Group 2, Census Tract 8305, Colonial Heights city, Virginia",2140,645,1366,800,2016,51,570,830500,2
899,"Block Group 2, Census Tract 1025, Arlington County, Virginia",2124,453,1358,1215,2085,51,013,102500,2
900,"Block Group 3, Census Tract 4155, Fairfax County, Virginia",2050,204,1761,715,1858,51,059,415500,3
901,"Block Group 4, Census Tract 1009.10, Chesterfield County, Virginia",894,117,733,414,879,51,041,100910,4
902,"Block Group 2, Census Tract 1009.10, Chesterfield County, Virginia",1710,432,936,624,1678,51,041,100910,2
903,"Block Group 1, Census Tract 1009.20, Chesterfield County, Virginia",1689,427,1006,747,1637,51,041,100920,1
904,"Block Group 1, Census Tract 1010.04, Chesterfield County, Virginia",3286,117,2888,1200,3176,51,041,101004,1
905,"Block Group 2, Census Tract 404.03, Virginia Beach city, Virginia",1405,138,978,631,1316,51,810,040403,2
906,"Block Group 3, Census Tract 444.01, Virginia Beach city, Virginia",1000,0,897,388,980,51,810,044401,3
907,"Block Group 3, Census Tract 408, Shenandoah County, Virginia",903,1,901,337,761,51,171,040800,3
908,"Block Group 2, Census Tract 408, Shenandoah County, Virginia",2165,15,2112,946,1985,51,171,040800,2
909,"Block Group 3, Census Tract 405, Shenandoah County, Virginia",3412,98,3053,1469,2914,51,171,040500,3
910,"Block Group 4, Census Tract 405, Shenandoah County, Virginia",995,0,995,387,910,51,171,040500,4
911,"Block Group 2, Census Tract 405, Shenandoah County, Virginia",1499,64,1281,609,1253,51,171,040500,2
912,"Block Group 1, Census Tract 405, Shenandoah County, Virginia",1516,0,1481,596,1443,51,171,040500,1
913,"Block Group 5, Census Tract 405, Shenandoah County, Virginia",1515,0,1430,492,1375,51,171,040500,5
914,"Block Group 2, Census Tract 404, Shenandoah County, Virginia",1765,0,1714,705,1647,51,171,040400,2
915,"Block Group 1, Census Tract 404, Shenandoah County, Virginia",903,0,903,366,848,51,171,040400,1
916,"Block Group 2, Census Tract 401, Shenandoah County, Virginia",1825,0,1802,724,1641,51,171,040100,2
917,"Block Group 4, Census Tract 401, Shenandoah County, Virginia",795,0,795,400,696,51,171,040100,4
918,"Block Group 3, Census Tract 401, Shenandoah County, Virginia",2221,107,1844,943,2018,51,171,040100,3
919,"Block Group 1, Census Tract 306.01, Bedford County, Virginia",1561,67,1448,662,1366,51,019,030601,1
920,"Block Group 2, Census Tract 306.01, Bedford County, Virginia",723,0,698,326,625,51,019,030601,2
921,"Block Group 1, Census Tract 306.03, Bedford County, Virginia",793,13,766,336,578,51,019,030603,1
922,"Block Group 2, Census Tract 306.03, Bedford County, Virginia",1814,0,1742,806,1552,51,019,030603,2
923,"Block Group 3, Census Tract 306.05, Bedford County, Virginia",1163,25,1126,413,786,51,019,030605,3
924,"Block Group 1, Census Tract 306.04, Bedford County, Virginia",1477,0,1477,627,1250,51,019,030604,1
925,"Block Group 2, Census Tract 302.02, Bedford County, Virginia",2116,278,1739,992,1956,51,019,030202,2
926,"Block Group 1, Census Tract 302.02, Bedford County, Virginia",2005,96,1909,642,1960,51,019,030202,1
927,"Block Group 1, Census Tract 305.01, Bedford County, Virginia",2152,184,1934,798,2044,51,019,030501,1
928,"Block Group 4, Census Tract 462.06, Virginia Beach city, Virginia",704,172,430,308,692,51,810,046206,4
929,"Block Group 1, Census Tract 462.12, Virginia Beach city, Virginia",1720,217,1010,614,1689,51,810,046212,1
930,"Block Group 2, Census Tract 462.12, Virginia Beach city, Virginia",1342,129,956,487,1320,51,810,046212,2
931,"Block Group 2, Census Tract 462.13, Virginia Beach city, Virginia",618,61,236,155,618,51,810,046213,2
932,"Block Group 2, Census Tract 444.01, Virginia Beach city, Virginia",2011,0,1881,793,1979,51,810,044401,2
933,"Block Group 1, Census Tract 460.02, Virginia Beach city, Virginia",1810,129,1435,724,1791,51,810,046002,1
934,"Block Group 3, Census Tract 460.02, Virginia Beach city, Virginia",1122,336,627,323,1100,51,810,046002,3
935,"Block Group 1, Census Tract 801, Alleghany County, Virginia",1406,0,1391,595,1255,51,005,080100,1
936,"Block Group 2, Census Tract 803.02, Alleghany County, Virginia",676,13,663,264,614,51,005,080302,2
937,"Block Group 1, Census Tract 103, Henry County, Virginia",885,237,648,412,824,51,089,010300,1
938,"Block Group 4, Census Tract 103, Henry County, Virginia",1100,222,873,391,956,51,089,010300,4
939,"Block Group 2, Census Tract 107, Henry County, Virginia",650,263,387,252,588,51,089,010700,2
940,"Block Group 4, Census Tract 107, Henry County, Virginia",1178,84,1052,442,815,51,089,010700,4
941,"Block Group 3, Census Tract 107, Henry County, Virginia",425,23,392,234,377,51,089,010700,3
942,"Block Group 1, Census Tract 107, Henry County, Virginia",1173,410,720,463,876,51,089,010700,1
943,"Block Group 3, Census Tract 102, Henry County, Virginia",603,213,328,205,587,51,089,010200,3
944,"Block Group 2, Census Tract 102, Henry County, Virginia",2334,222,1968,942,2134,51,089,010200,2
945,"Block Group 1, Census Tract 102, Henry County, Virginia",851,196,626,339,573,51,089,010200,1
946,"Block Group 2, Census Tract 111, Henry County, Virginia",651,99,552,245,405,51,089,011100,2
947,"Block Group 3, Census Tract 112, Rockingham County, Virginia",1203,0,1172,414,1014,51,165,011200,3
948,"Block Group 2, Census Tract 115, Rockingham County, Virginia",2512,70,2424,1135,1860,51,165,011500,2
949,"Block Group 1, Census Tract 115, Rockingham County, Virginia",2165,68,2016,830,2003,51,165,011500,1
950,"Block Group 1, Census Tract 119, Rockingham County, Virginia",1618,33,1482,635,1560,51,165,011900,1
951,"Block Group 2, Census Tract 117, Rockingham County, Virginia",942,0,942,320,864,51,165,011700,2
952,"Block Group 1, Census Tract 117, Rockingham County, Virginia",3668,289,3261,1451,3587,51,165,011700,1
953,"Block Group 1, Census Tract 104, Rockingham County, Virginia",1072,0,1063,460,867,51,165,010400,1
954,"Block Group 1, Census Tract 118, Rockingham County, Virginia",1169,0,1150,491,942,51,165,011800,1
955,"Block Group 1, Census Tract 107, Rockingham County, Virginia",1636,19,1594,587,1472,51,165,010700,1
956,"Block Group 1, Census Tract 303, Scott County, Virginia",1138,0,1138,554,912,51,169,030300,1
957,"Block Group 2, Census Tract 303, Scott County, Virginia",1050,0,1038,487,782,51,169,030300,2
958,"Block Group 1, Census Tract 11, Danville city, Virginia",1344,856,388,609,1160,51,590,001100,1
959,"Block Group 1, Census Tract 1, Danville city, Virginia",2499,1487,937,1041,1900,51,590,000100,1
960,"Block Group 2, Census Tract 1, Danville city, Virginia",1845,939,891,769,1692,51,590,000100,2
961,"Block Group 3, Census Tract 1, Danville city, Virginia",516,164,352,271,462,51,590,000100,3
962,"Block Group 3, Census Tract 2, Danville city, Virginia",1614,541,1030,667,974,51,590,000200,3
963,"Block Group 2, Census Tract 2, Danville city, Virginia",1478,796,646,694,1347,51,590,000200,2
964,"Block Group 1, Census Tract 14, Danville city, Virginia",1248,42,1184,597,1097,51,590,001400,1
965,"Block Group 2, Census Tract 7, Danville city, Virginia",679,31,583,329,612,51,590,000700,2
966,"Block Group 3, Census Tract 7, Danville city, Virginia",1305,337,914,641,1214,51,590,000700,3
967,"Block Group 1, Census Tract 4, Danville city, Virginia",1307,981,258,567,976,51,590,000400,1
968,"Block Group 3, Census Tract 4, Danville city, Virginia",349,47,294,157,282,51,590,000400,3
969,"Block Group 2, Census Tract 5, Danville city, Virginia",956,469,450,417,554,51,590,000500,2
970,"Block Group 2, Census Tract 5004, Powhatan County, Virginia",2932,85,2752,1070,2817,51,145,500400,2
971,"Block Group 1, Census Tract 5004, Powhatan County, Virginia",2093,532,1545,981,1953,51,145,500400,1
972,"Block Group 2, Census Tract 406, Shenandoah County, Virginia",1626,101,1493,679,1551,51,171,040600,2
973,"Block Group 3, Census Tract 406, Shenandoah County, Virginia",839,8,831,347,781,51,171,040600,3
974,"Block Group 4, Census Tract 9501, Nelson County, Virginia",1690,353,1321,700,1414,51,125,950100,4
975,"Block Group 3, Census Tract 6110.09, Loudoun County, Virginia",1387,62,1078,412,1387,51,107,611009,3
976,"Block Group 2, Census Tract 6110.09, Loudoun County, Virginia",1984,102,1480,612,1963,51,107,611009,2
977,"Block Group 1, Census Tract 6110.15, Loudoun County, Virginia",2845,127,1661,1092,2833,51,107,611015,1
978,"Block Group 2, Census Tract 6110.16, Loudoun County, Virginia",1053,42,828,554,1037,51,107,611016,2
979,"Block Group 3, Census Tract 6110.16, Loudoun County, Virginia",1456,163,919,670,1433,51,107,611016,3
980,"Block Group 1, Census Tract 6110.16, Loudoun County, Virginia",1192,16,1052,462,1192,51,107,611016,1
981,"Block Group 1, Census Tract 6110.17, Loudoun County, Virginia",1893,38,1415,753,1893,51,107,611017,1
982,"Block Group 2, Census Tract 6110.17, Loudoun County, Virginia",1311,94,784,554,1271,51,107,611017,2
983,"Block Group 2, Census Tract 6110.06, Loudoun County, Virginia",3368,346,2430,1043,3248,51,107,611006,2
984,"Block Group 1, Census Tract 6110.20, Loudoun County, Virginia",1857,90,1032,607,1857,51,107,611020,1
985,"Block Group 2, Census Tract 6110.20, Loudoun County, Virginia",2822,426,1771,1216,2822,51,107,611020,2
986,"Block Group 3, Census Tract 404.02, Virginia Beach city, Virginia",1199,498,502,553,1178,51,810,040402,3
987,"Block Group 1, Census Tract 404.02, Virginia Beach city, Virginia",3124,1280,700,1531,2610,51,810,040402,1
988,"Block Group 1, Census Tract 426, Virginia Beach city, Virginia",1086,44,1004,404,1012,51,810,042600,1
989,"Block Group 3, Census Tract 2101, Pulaski County, Virginia",1188,266,865,594,1156,51,155,210100,3
990,"Block Group 4, Census Tract 2101, Pulaski County, Virginia",1207,0,1195,612,1022,51,155,210100,4
991,"Block Group 1, Census Tract 2101, Pulaski County, Virginia",914,11,868,357,793,51,155,210100,1
992,"Block Group 5, Census Tract 2101, Pulaski County, Virginia",1782,0,1782,760,1700,51,155,210100,5
993,"Block Group 2, Census Tract 2101, Pulaski County, Virginia",1700,0,1656,778,1615,51,155,210100,2
994,"Block Group 5, Census Tract 2104, Pulaski County, Virginia",896,28,868,434,789,51,155,210400,5
995,"Block Group 2, Census Tract 2104, Pulaski County, Virginia",554,97,457,276,554,51,155,210400,2
996,"Block Group 4, Census Tract 2104, Pulaski County, Virginia",925,82,843,303,649,51,155,210400,4
997,"Block Group 1, Census Tract 2104, Pulaski County, Virginia",1315,159,1156,513,1272,51,155,210400,1
998,"Block Group 1, Census Tract 2103, Pulaski County, Virginia",695,0,695,249,679,51,155,210300,1
999,"Block Group 3, Census Tract 2103, Pulaski County, Virginia",1351,164,1068,562,1007,51,155,210300,3
1000,"Block Group 1, Census Tract 2107, Pulaski County, Virginia",2076,76,1932,855,1805,51,155,210700,1
1001,"Block Group 2, Census Tract 2107, Pulaski County, Virginia",1083,84,984,471,1017,51,155,210700,2
1002,"Block Group 2, Census Tract 2105, Pulaski County, Virginia",645,0,628,327,439,51,155,210500,2
1003,"Block Group 1, Census Tract 1002, Arlington County, Virginia",1344,2,1135,374,1322,51,013,100200,1
1004,"Block Group 2, Census Tract 1002, Arlington County, Virginia",1492,0,1416,525,1492,51,013,100200,2
1005,"Block Group 3, Census Tract 1002, Arlington County, Virginia",705,0,686,267,705,51,013,100200,3
1006,"Block Group 6, Census Tract 1002, Arlington County, Virginia",975,18,877,376,975,51,013,100200,6
1007,"Block Group 3, Census Tract 1010, Arlington County, Virginia",844,53,642,390,826,51,013,101000,3
1008,"Block Group 1, Census Tract 1010, Arlington County, Virginia",776,0,695,328,776,51,013,101000,1
1009,"Block Group 2, Census Tract 1021, Arlington County, Virginia",1569,22,1299,560,1559,51,013,102100,2
1010,"Block Group 1, Census Tract 1021, Arlington County, Virginia",825,103,461,391,540,51,013,102100,1
1011,"Block Group 1, Census Tract 1022, Arlington County, Virginia",1096,105,709,413,1061,51,013,102200,1
1012,"Block Group 1, Census Tract 211.02, Chesapeake city, Virginia",3598,287,3025,1100,3544,51,550,021102,1
1013,"Block Group 1, Census Tract 210.06, Chesapeake city, Virginia",4357,402,3421,1694,4275,51,550,021006,1
1014,"Block Group 2, Census Tract 211.01, Chesapeake city, Virginia",1781,266,1386,547,1729,51,550,021101,2
1015,"Block Group 1, Census Tract 214.01, Chesapeake city, Virginia",2029,440,1373,651,1957,51,550,021401,1
1016,"Block Group 1, Census Tract 213.01, Chesapeake city, Virginia",1094,449,635,421,1065,51,550,021301,1
1017,"Block Group 2, Census Tract 213.02, Chesapeake city, Virginia",3608,816,2378,1325,3539,51,550,021302,2
1018,"Block Group 1, Census Tract 200.01, Chesapeake city, Virginia",1426,33,1314,603,1354,51,550,020001,1
1019,"Block Group 3, Census Tract 200.02, Chesapeake city, Virginia",1280,550,671,397,1258,51,550,020002,3
1020,"Block Group 2, Census Tract 200.02, Chesapeake city, Virginia",1667,1052,415,682,1426,51,550,020002,2
1021,"Block Group 1, Census Tract 440.01, Virginia Beach city, Virginia",1207,134,1034,537,1161,51,810,044001,1
1022,"Block Group 2, Census Tract 462.25, Virginia Beach city, Virginia",1322,321,598,429,1310,51,810,046225,2
1023,"Block Group 1, Census Tract 462.25, Virginia Beach city, Virginia",1452,284,865,585,1404,51,810,046225,1
1024,"Block Group 1, Census Tract 6.02, Roanoke city, Virginia",1109,148,961,518,886,51,770,000602,1
1025,"Block Group 1, Census Tract 26, Roanoke city, Virginia",1294,360,852,423,921,51,770,002600,1
1026,"Block Group 3, Census Tract 26, Roanoke city, Virginia",827,288,460,219,721,51,770,002600,3
1027,"Block Group 2, Census Tract 6.01, Roanoke city, Virginia",1053,0,1027,404,1025,51,770,000601,2
1028,"Block Group 3, Census Tract 6.01, Roanoke city, Virginia",3302,593,2227,1266,3149,51,770,000601,3
1029,"Block Group 2, Census Tract 208.06, Chesapeake city, Virginia",1794,616,1062,830,1777,51,550,020806,2
1030,"Block Group 3, Census Tract 208.04, Chesapeake city, Virginia",2994,448,1861,800,2949,51,550,020804,3
1031,"Block Group 1, Census Tract 4618.02, Fairfax County, Virginia",1798,15,1112,917,1783,51,059,461802,1
1032,"Block Group 3, Census Tract 4618.02, Fairfax County, Virginia",921,13,668,476,921,51,059,461802,3
1033,"Block Group 1, Census Tract 4605.02, Fairfax County, Virginia",3111,103,1710,1237,3111,51,059,460502,1
1034,"Block Group 3, Census Tract 4605.02, Fairfax County, Virginia",1699,231,906,576,1676,51,059,460502,3
1035,"Block Group 1, Census Tract 4605.01, Fairfax County, Virginia",2557,25,1647,839,2542,51,059,460501,1
1036,"Block Group 2, Census Tract 4802.02, Fairfax County, Virginia",1966,167,1054,966,1966,51,059,480202,2
1037,"Block Group 3, Census Tract 4222.02, Fairfax County, Virginia",2336,757,616,747,2336,51,059,422202,3
1038,"Block Group 1, Census Tract 4925, Fairfax County, Virginia",1995,10,1587,663,1995,51,059,492500,1
1039,"Block Group 2, Census Tract 4925, Fairfax County, Virginia",1860,17,1829,732,1856,51,059,492500,2
1040,"Block Group 1, Census Tract 4154.02, Fairfax County, Virginia",865,49,760,381,865,51,059,415402,1
1041,"Block Group 1, Census Tract 4327.01, Fairfax County, Virginia",3086,463,2017,1065,3086,51,059,432701,1
1042,"Block Group 1, Census Tract 4327.02, Fairfax County, Virginia",2549,526,1462,748,2549,51,059,432702,1
1043,"Block Group 1, Census Tract 4402.02, Fairfax County, Virginia",1507,448,521,549,1388,51,059,440202,1
1044,"Block Group 1, Census Tract 9.02, Norfolk city, Virginia",15031,3481,9530,433,1337,51,710,000902,1
1045,"Block Group 1, Census Tract 102, Hampton city, Virginia",2051,403,1293,223,633,51,650,010200,1
1046,"Block Group 1, Census Tract 4905.01, Fairfax County, Virginia",1372,149,739,638,1372,51,059,490501,1
1047,"Block Group 1, Census Tract 4917.05, Fairfax County, Virginia",3338,108,1260,926,3302,51,059,491705,1
1048,"Block Group 1, Census Tract 4205.02, Fairfax County, Virginia",1038,94,749,515,1031,51,059,420502,1
1049,"Block Group 2, Census Tract 203, Northumberland County, Virginia",606,18,588,286,582,51,133,020300,2
1050,"Block Group 1, Census Tract 203, Northumberland County, Virginia",877,266,591,404,877,51,133,020300,1
1051,"Block Group 6, Census Tract 203, Northumberland County, Virginia",1384,445,896,605,1315,51,133,020300,6
1052,"Block Group 0, Census Tract 9901, Northumberland County, Virginia",0,0,0,0,0,51,133,990100,0
1053,"Block Group 6, Census Tract 302, Russell County, Virginia",1221,42,1176,510,1024,51,167,030200,6
1054,"Block Group 5, Census Tract 302, Russell County, Virginia",1371,0,1371,638,1042,51,167,030200,5
1055,"Block Group 4, Census Tract 302, Russell County, Virginia",848,0,680,303,608,51,167,030200,4
